ID,Class
1429722,positive
5225241,positive
2068168,positive
5580601,positive
5000122,positive
2969609,positive
6463471,positive
5738263,positive
4443809,positive
1378522,positive
5791225,positive
5975336,positive
5221053,positive
494688,positive
6155269,positive
4415718,neutral
3648186,positive
3393007,positive
596358,positive
375678,positive
1957715,positive
5779543,neutral
4325433,positive
5960888,positive
5196321,negative
5272101,positive
2800712,negative
3241878,positive
4145983,negative
5825341,positive
1504724,positive
1899895,positive
4694369,negative
482230,negative
2311253,positive
378141,neutral
3078751,positive
6497836,positive
2229160,positive
3110456,negative
2438750,positive
4001613,positive
2276669,positive
4265538,neutral
5599410,negative
127754,positive
6445008,negative
2867722,positive
1168681,positive
1674020,positive
4002425,positive
4090486,positive
5046853,negative
2438434,positive
1501974,positive
433534,positive
202275,positive
4169903,positive
4153962,negative
6386281,positive
860180,positive
5034339,positive
962545,neutral
5569470,negative
2762148,positive
3537162,positive
3429168,positive
2661242,positive
4592735,positive
1503462,positive
3223808,positive
3157519,positive
3163394,neutral
4444281,positive
6291064,neutral
90029,positive
714599,positive
3121641,positive
1707771,positive
3173974,positive
5657578,neutral
5125906,positive
2323679,positive
968960,positive
4016578,positive
1178742,positive
2784854,positive
1823845,positive
1941227,positive
1039878,positive
4943330,negative
3525465,positive
1504403,positive
16630,positive
6417776,positive
3507760,positive
1580665,positive
4766764,positive
6411624,neutral
4604942,positive
286860,positive
3186487,positive
3746995,positive
180557,positive
2052896,negative
5322629,positive
3143261,positive
1172839,positive
2973629,positive
5733504,negative
2324333,positive
619095,positive
3678177,positive
2929147,positive
2920281,positive
1025601,positive
877877,positive
2943997,neutral
3343644,positive
3738441,positive
268745,positive
6398530,negative
72618,neutral
1405691,positive
4745893,positive
4197589,positive
3311162,positive
5330216,positive
4968014,negative
865098,positive
3140853,positive
1022098,positive
2126458,positive
6229865,positive
2036226,positive
2442463,positive
4955131,positive
1051323,positive
4129559,positive
2677543,positive
1131153,positive
2908832,positive
1549316,positive
108903,positive
5292890,positive
5331343,neutral
2504961,negative
3348292,positive
1689060,positive
2976297,positive
2379032,positive
3837746,negative
157440,positive
5289102,positive
5226234,positive
2047272,neutral
172024,neutral
3654758,negative
2397031,positive
1615045,negative
2665085,positive
3500141,positive
3242650,positive
5248428,positive
4471592,positive
2785970,positive
1736949,positive
3555972,neutral
1518201,positive
5333931,positive
1726451,positive
4259025,negative
345109,positive
2435340,positive
5917511,negative
5003791,neutral
6165605,positive
3028059,positive
2305226,negative
6002441,negative
2505508,negative
1668540,positive
4658017,positive
2451751,positive
5030726,positive
2703488,negative
339725,positive
5165641,positive
6398299,positive
5869454,neutral
5698303,positive
1845052,positive
6111189,positive
5939372,positive
2728092,positive
5206291,positive
5641863,positive
6590228,positive
5778140,negative
6373620,negative
2052824,positive
1938279,positive
5988676,positive
1408415,positive
3296104,positive
746879,positive
4818619,negative
3843339,negative
4500527,positive
1605795,positive
2085758,neutral
1493111,positive
3551847,positive
5463346,positive
1164643,positive
2504967,neutral
4307686,positive
5694504,positive
6454843,positive
4734614,positive
3362727,positive
1257072,neutral
624968,positive
4203935,positive
4605724,positive
1207260,neutral
5061869,positive
4556387,positive
3810310,positive
2472801,positive
1654728,positive
31028,positive
4616734,positive
2847037,negative
1581973,positive
613169,positive
5159692,negative
1776927,negative
2427702,positive
6647535,negative
3238956,positive
5394756,positive
4509862,positive
3355682,positive
1156771,neutral
6535004,neutral
3798601,positive
5907663,positive
1606144,positive
5029636,positive
192203,positive
1269778,positive
528942,positive
2640297,negative
1091026,positive
1104245,positive
2280690,neutral
4392385,positive
3346904,positive
6221203,neutral
4958387,positive
1588676,positive
1291744,positive
3062191,negative
5462327,neutral
6080166,negative
4285876,negative
1241912,positive
828165,neutral
4843868,neutral
3570095,negative
2053037,positive
1041089,positive
2689478,positive
4047297,positive
1942597,positive
3940654,negative
5649977,positive
2957277,positive
2668213,positive
3624370,positive
6578783,positive
2294096,negative
3631603,positive
5321402,negative
6279353,neutral
6555821,neutral
1338748,positive
1020838,positive
1573886,positive
6190014,positive
3120504,negative
3827381,positive
144813,positive
5657744,positive
5927530,negative
2469522,positive
4463382,negative
1882955,positive
1286560,positive
6066000,neutral
1581827,positive
5948731,positive
2764354,positive
5048689,negative
4866508,neutral
4200103,positive
1290253,neutral
4824412,negative
357995,positive
3481704,positive
1168725,positive
6017125,positive
2711981,neutral
876619,positive
950530,positive
1530233,positive
5390192,neutral
6419479,positive
883725,positive
2549978,positive
2855944,negative
4905686,negative
2205377,positive
153883,negative
4207148,negative
1783903,positive
1648254,negative
34059,negative
5862054,positive
5120258,positive
3309988,positive
17319,positive
4085189,negative
2595710,negative
778115,positive
1217864,negative
176879,positive
18276,positive
5929944,neutral
6543423,positive
780581,positive
2825149,positive
5386842,positive
1582708,positive
1582577,positive
6185007,negative
6594347,positive
4056984,positive
3022537,positive
4932425,positive
5080883,negative
1281927,neutral
99582,negative
1200623,positive
939060,negative
5990355,neutral
5883730,positive
3957502,neutral
995767,negative
1344107,neutral
756328,positive
5847990,positive
4415591,neutral
1198781,negative
3961117,negative
4535823,positive
837761,positive
6041578,positive
2055057,positive
1626758,positive
135356,negative
1243762,neutral
202132,positive
1882704,positive
4015369,positive
4387221,negative
1014663,positive
6468863,positive
3501806,positive
4198740,positive
4650042,positive
5603165,positive
3416834,positive
1816132,positive
5303104,positive
2221753,positive
2842804,negative
6256754,positive
70397,neutral
5290603,positive
1581163,positive
5011782,negative
3041098,positive
5983792,negative
685235,negative
677310,positive
2780523,positive
790307,positive
1692878,positive
1300635,positive
5408026,neutral
5940875,positive
1172994,positive
4991712,negative
6534681,positive
2569266,positive
4103869,neutral
5125356,positive
606768,negative
4854518,negative
1335120,positive
3052584,positive
6329933,positive
6104554,positive
509061,positive
4186842,positive
1914435,negative
1994408,positive
4181988,positive
213601,positive
3123048,positive
3558294,positive
260588,positive
2579154,positive
2310216,positive
2670736,negative
1166045,positive
2996441,positive
4107666,positive
3542342,positive
1241004,positive
6236810,neutral
3588641,neutral
5590012,negative
1572576,positive
3575904,positive
1839986,negative
5766857,negative
4375060,positive
1363946,positive
761065,negative
2634719,positive
755991,neutral
796000,positive
6624624,negative
3537614,positive
2807580,negative
5965216,neutral
3558670,neutral
2936411,negative
4601613,positive
4941034,positive
4444595,neutral
5670152,positive
4646467,positive
1088846,positive
900331,negative
88984,positive
5820896,positive
5065375,neutral
2663562,neutral
1509146,positive
6229954,positive
1110556,positive
2241745,positive
2122861,positive
4261467,neutral
5461703,positive
635329,positive
1380070,negative
6324047,positive
6184175,positive
793976,positive
5178369,positive
229199,positive
6617134,neutral
6542715,positive
6526038,positive
6205449,negative
5656822,negative
1524072,positive
114707,positive
222123,positive
3058981,positive
5289019,positive
6083220,positive
459465,positive
2565399,positive
3473252,positive
4383435,positive
4923473,negative
3467772,positive
97915,positive
2052348,negative
6460055,positive
4481191,negative
6428149,positive
1159435,positive
5693482,negative
1630377,positive
149531,positive
5344252,positive
3839650,negative
2263569,positive
4440859,negative
1844019,positive
3818706,negative
1195695,positive
3676971,positive
1135366,negative
181286,positive
3963987,positive
2841294,positive
2886834,positive
1484023,positive
3230865,negative
3883074,positive
4339372,positive
2548396,neutral
771065,positive
3968261,positive
3517571,positive
1572425,positive
4308775,positive
1100608,positive
394119,positive
4796376,neutral
3261368,positive
